,id,season,gameType,gameDate,neutralSite,startTimeUTC,easternUTCOffset,venueUTCOffset,venueTimezone,gameState,gameScheduleState,tvBroadcasts,threeMinRecapFr,condensedGameFr,gameCenterLink,venue.default,awayTeam.id,awayTeam.commonName.default,awayTeam.placeName.default,awayTeam.placeName.fr,awayTeam.placeNameWithPreposition.default,awayTeam.placeNameWithPreposition.fr,awayTeam.abbrev,awayTeam.logo,awayTeam.darkLogo,awayTeam.awaySplitSquad,awayTeam.score,homeTeam.id,homeTeam.commonName.default,homeTeam.placeName.default,homeTeam.placeNameWithPreposition.default,homeTeam.placeNameWithPreposition.fr,homeTeam.abbrev,homeTeam.logo,homeTeam.darkLogo,homeTeam.homeSplitSquad,homeTeam.score,periodDescriptor.periodType,periodDescriptor.maxRegulationPeriods,gameOutcome.lastPeriodType,winningGoalie.playerId,winningGoalie.firstInitial.default,winningGoalie.lastName.default,winningGoalScorer.playerId,winningGoalScorer.firstInitial.default,winningGoalScorer.lastName.default,threeMinRecap,awayTeam.commonName.fr,venue.fr,homeTeam.commonName.fr,homeTeam.airlineLink,homeTeam.airlineDesc,winningGoalie.lastName.cs,winningGoalie.lastName.fi,winningGoalie.lastName.sk,homeTeam.placeName.fr,condensedGame,winningGoalie.lastName.sv,homeTeam.hotelLink,homeTeam.hotelDesc,awayTeam.airlineLink,awayTeam.airlineDesc,awayTeam.hotelLink,awayTeam.hotelDesc,winningGoalScorer.lastName.cs,winningGoalScorer.lastName.fi,winningGoalScorer.lastName.sk,ticketsLink,ticketsLinkFr,awayTeam.radioLink,homeTeam.radioLink,venue.es,awayTeam.promoLink,awayTeam.promoDesc,homeTeam.promoLink,homeTeam.promoDesc,specialEvent.parentId,specialEvent.name.default,specialEvent.lightLogoUrl.default,venue.cs,venue.fi,venue.sk,winningGoalScorer.lastName.sv,specialEvent.lightLogoUrl.fr,winningGoalScorer.lastName.de,specialEvent.name.fr
0,2024010001,20242025,1,2024-09-21,False,2024-09-21T23:00:00Z,-04:00,-04:00,America/New_York,FINAL,OK,"[{'id': 324, 'market': 'N', 'countryCode': 'US', 'network': 'NHLN', 'sequenceNumber': 23}, {'id': 528, 'market': 'A', 'countryCode': 'US', 'network': 'SN-PIT', 'sequenceNumber': 375}, {'id': 28, 'market': 'H', 'countryCode': 'US', 'network': 'MSG-B', 'sequenceNumber': 383}]",,,/gamecenter/pit-vs-buf/2024/09/21/2024010001,KeyBank Center,5,Penguins,Pittsburgh,,Pittsburgh,de Pittsburgh,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,https://assets.nhle.com/logos/nhl/svg/PIT_dark.svg,False,3.0,7,Sabres,Buffalo,Buffalo,de Buffalo,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,https://assets.nhle.com/logos/nhl/svg/BUF_dark.svg,False,7.0,REG,3,REG,8480045.0,U.,Luukkonen,8480035.0,H.,Jokiharju,/video/recap-penguins-at-sabres-9-21-24-6362287320112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024010002,20242025,1,2024-09-21,False,2024-09-21T23:00:00Z,-04:00,-05:00,US/Central,FINAL,OK,"[{'id': 553, 'market': 'H', 'countryCode': 'US', 'network': 'Victory+', 'sequenceNumber': 373}]",,,/gamecenter/stl-vs-dal/2024/09/21/2024010002,American Airlines Center,19,Blues,St. Louis,,St. Louis,de St. Louis,STL,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,https://assets.nhle.com/logos/nhl/svg/STL_dark.svg,False,1.0,25,Stars,Dallas,Dallas,de Dallas,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,https://assets.nhle.com/logos/nhl/svg/DAL_dark.svg,False,2.0,REG,3,REG,8476433.0,M.,Hellberg,8476278.0,C.,Blackwell,/video/recap-blues-at-stars-9-21-24-6362288896112,,,,https://www.aa.com/homePage.do?c=SPNS|DSP|STR|2025|SCH|_STARS_SCHEDULE_PAGE_HOME,Book flights with American Airlines,,,,,,,https://www.hilton.com/en/?WT.mc_id=zCWDM0US1MB2OLQ3LocalPartner4DM_Sports_Jul5Seed_DallasStars_SchedulePagena6MULTIBR7DFW8i86698,Stay with Hilton®,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024010003,20242025,1,2024-09-21,False,2024-09-22T00:00:00Z,-04:00,-05:00,America/Winnipeg,FINAL,OK,"[{'id': 292, 'market': 'H', 'countryCode': 'CA', 'network': 'TSN3', 'sequenceNumber': 134}]",,,/gamecenter/min-vs-wpg/2024/09/21/2024010003,Canada Life Centre,30,Wild,Minnesota,,Minnesota,du Minnesota,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,https://assets.nhle.com/logos/nhl/svg/MIN_dark.svg,False,5.0,52,Jets,Winnipeg,Winnipeg,de Winnipeg,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,https://assets.nhle.com/logos/nhl/svg/WPG_dark.svg,False,2.0,REG,3,REG,8482661.0,J.,Wallstedt,8481578.0,G.,Clarke,/video/recap-wild-at-jets-9-21-24-6362289833112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024010004,20242025,1,2024-09-22,False,2024-09-22T18:00:00Z,-04:00,-04:00,US/Eastern,FINAL,OK,[],,,/gamecenter/nsh-vs-fla/2024/09/22/2024010004,Amerant Bank Arena,18,Predators,Nashville,,Nashville,de Nashville,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,https://assets.nhle.com/logos/nhl/svg/NSH_dark.svg,True,2.0,13,Panthers,Florida,Florida,de la Floride,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,https://assets.nhle.com/logos/nhl/svg/FLA_dark.svg,True,3.0,REG,3,REG,8484900.0,C.,Black,8479335.0,R.,Asplund,,,,,,,,,,Floride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024010005,20242025,1,2024-09-22,False,2024-09-22T19:00:00Z,-04:00,-04:00,US/Eastern,FINAL,OK,"[{'id': 324, 'market': 'N', 'countryCode': 'US', 'network': 'NHLN', 'sequenceNumber': 23}, {'id': 517, 'market': 'H', 'countryCode': 'US', 'network': 'MNMT', 'sequenceNumber': 387}]",,,/gamecenter/phi-vs-wsh/2024/09/22/2024010005,Capital One Arena,4,Flyers,Philadelphia,Philadelphie,Philadelphia,de Philadelphie,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,https://assets.nhle.com/logos/nhl/svg/PHI_dark.svg,False,6.0,15,Capitals,Washington,Washington,de Washington,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_dark.svg,False,2.0,REG,3,REG,8478905.0,I.,Fedotov,8480797.0,J.,Farabee,/video/recap-flyers-at-capitals-9-22-24-6362319318112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024010006,20242025,1,2024-09-22,False,2024-09-22T21:00:00Z,-04:00,-04:00,US/Eastern,FINAL,OK,"[{'id': 31, 'market': 'H', 'countryCode': 'US', 'network': 'NESN', 'sequenceNumber': 396}, {'id': 27, 'market': 'A', 'countryCode': 'US', 'network': 'MSG', 'sequenceNumber': 408}]",,,/gamecenter/nyr-vs-bos/2024/09/22/2024010006,TD Garden,3,Rangers,New York,,New York,de New York,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,https://assets.nhle.com/logos/nhl/svg/NYR_dark.svg,False,3.0,6,Bruins,Boston,Boston,de Boston,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,https://assets.nhle.com/logos/nhl/svg/BOS_dark.svg,False,2.0,REG,3,REG,8482193.0,D.,Garand,8475968.0,A.,Belzile,/video/recap-rangers-at-bruins-9-22-24-6362323725112,,,,https://www.jetblue.com/?utm_source=Bruins-Web&utm_medium=Schedule-Icon&utm_campaign=Ticket-Booking,Fly JetBlue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024010007,20242025,1,2024-09-22,False,2024-09-22T22:00:00Z,-04:00,-04:00,US/Eastern,FINAL,OK,[],,,/gamecenter/nsh-vs-fla/2024/09/22/2024010007,Amerant Bank Arena,18,Predators,Nashville,,Nashville,de Nashville,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,https://assets.nhle.com/logos/nhl/svg/NSH_dark.svg,True,2.0,13,Panthers,Florida,Florida,de la Floride,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,https://assets.nhle.com/logos/nhl/svg/FLA_dark.svg,True,6.0,REG,3,REG,8475683.0,S.,Bobrovsky,8480003.0,J.,Boqvist,,,,,,,Bobrovskij,Bobrovski,Bobrovskij,Floride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024010008,20242025,1,2024-09-22,False,2024-09-22T22:00:00Z,-04:00,-06:00,America/Edmonton,FINAL,OK,[],,,/gamecenter/wpg-vs-edm/2024/09/22/2024010008,Rogers Place,52,Jets,Winnipeg,,Winnipeg,de Winnipeg,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,https://assets.nhle.com/logos/nhl/svg/WPG_dark.svg,False,2.0,22,Oilers,Edmonton,Edmonton,d'Edmonton,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,https://assets.nhle.com/logos/nhl/svg/EDM_dark.svg,False,3.0,OT,3,OT,8480420.0,C.,Delia,8479341.0,C.,Dineen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024010009,20242025,1,2024-09-22,False,2024-09-22T23:00:00Z,-04:00,-04:00,US/Eastern,FINAL,OK,"[{'id': 410, 'market': 'A', 'countryCode': 'US', 'network': 'MSGSN2', 'sequenceNumber': 397}, {'id': 409, 'market': 'H', 'countryCode': 'US', 'network': 'MSGSN', 'sequenceNumber': 402}]",,,/gamecenter/nyi-vs-njd/2024/09/22/2024010009,Prudential Center,2,Islanders,New York,,New York,de New York,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,https://assets.nhle.com/logos/nhl/svg/NYI_dark.svg,False,4.0,1,Devils,New Jersey,New Jersey,du New Jersey,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,https://assets.nhle.com/logos/nhl/svg/NJD_dark.svg,False,2.0,REG,3,REG,8480819.0,J.,Skarek,8484830.0,C.,Thiesing,/video/recap-islanders-at-devils-9-22-24-6362326947112,,,,,,Škarek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024010010,20242025,1,2024-09-22,False,2024-09-22T23:00:00Z,-04:00,-04:00,America/Toronto,FINAL,OK,"[{'id': 324, 'market': 'N', 'countryCode': 'US', 'network': 'NHLN', 'sequenceNumber': 23}, {'id': 282, 'market': 'N', 'countryCode': 'CA', 'network': 'SN', 'sequenceNumber': 101}]",,,/gamecenter/ott-vs-tor/2024/09/22/2024010010,Scotiabank Arena,9,Senators,Ottawa,,Ottawa,d'Ottawa,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,https://assets.nhle.com/logos/nhl/svg/OTT_dark.svg,False,6.0,10,Maple Leafs,Toronto,Toronto,de Toronto,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,https://assets.nhle.com/logos/nhl/svg/TOR_dark.svg,False,5.0,OT,3,OT,8481544.0,M.,Sogaard,8484759.0,C.,Yakemchuk,/video/recap-senators-at-leafs-9-22-24-6362327365112,Sénateurs,,,,,,Søgaard,,,,Søgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024010011,20242025,1,2024-09-22,True,2024-09-22T23:00:00Z,-04:00,-05:00,America/Chicago,FINAL,OK,[],,,/gamecenter/stl-vs-uta/2024/09/22/2024010011,Wells Fargo Arena,19,Blues,St. Louis,,St. Louis,de St. Louis,STL,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,https://assets.nhle.com/logos/nhl/svg/STL_dark.svg,False,3.0,59,Utah Hockey Club,Utah,Utah,de l'Utah,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,https://assets.nhle.com/logos/nhl/svg/UTA_dark.svg,False,5.0,REG,3,REG,8483530.0,J.,Stauber,8482699.0,D.,Guenther,,,,Club de hockey de l'Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024010012,20242025,1,2024-09-22,False,2024-09-23T00:00:00Z,-04:00,-07:00,US/Pacific,FINAL,OK,[],,,/gamecenter/vgk-vs-sjs/2024/09/22/2024010012,SAP Center at San Jose,54,Golden Knights,Vegas,,Vegas,de Vegas,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,https://assets.nhle.com/logos/nhl/svg/VGK_dark.svg,False,4.0,28,Sharks,San Jose,San Jose,de San Jose,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,https://assets.nhle.com/logos/nhl/svg/SJS_dark.svg,False,2.0,REG,3,REG,8481520.0,I.,Saville,8484466.0,T.,Uronen,,,SAP Center de San Jose,,,,,,,,,,,,,,,,,,,,,,,SAP Center en San Jose,,,,,,,,,,,,,,
12,2024010013,20242025,1,2024-09-22,False,2024-09-23T02:00:00Z,-04:00,-07:00,US/Pacific,FINAL,OK,"[{'id': 324, 'market': 'N', 'countryCode': 'US', 'network': 'NHLN', 'sequenceNumber': 23}, {'id': 554, 'market': 'H', 'countryCode': 'US', 'network': 'KHN', 'sequenceNumber': 339}, {'id': 388, 'market': 'H', 'countryCode': 'US', 'network': 'KONG', 'sequenceNumber': 654}]",,,/gamecenter/cgy-vs-sea/2024/09/22/2024010013,Climate Pledge Arena,20,Flames,Calgary,,Calgary,de Calgary,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,https://assets.nhle.com/logos/nhl/svg/CGY_dark.svg,False,6.0,55,Kraken,Seattle,Seattle,de Seattle,SEA,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,https://assets.nhle.com/logos/nhl/svg/SEA_dark.svg,False,1.0,REG,3,REG,8481692.0,D.,Wolf,8482679.0,M.,Coronato,/video/recap-flames-at-kraken-9-22-24-6362330729112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024010014,20242025,1,2024-09-23,False,2024-09-23T21:00:00Z,-04:00,-04:00,America/New_York,FINAL,OK,[],,,/gamecenter/cbj-vs-buf/2024/09/23/2024010014,KeyBank Center,29,Blue Jackets,Columbus,,Columbus,de Columbus,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,https://assets.nhle.com/logos/nhl/svg/CBJ_dark.svg,False,1.0,7,Sabres,Buffalo,Buffalo,de Buffalo,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,https://assets.nhle.com/logos/nhl/svg/BUF_dark.svg,False,6.0,REG,3,REG,8482221.0,D.,Levi,8484145.0,Z.,Benson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024010015,20242025,1,2024-09-23,False,2024-09-23T23:00:00Z,-04:00,-04:00,America/Montreal,FINAL,OK,"[{'id': 33, 'market': 'H', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}]",/fr/video/recap-flyers-at-canadiens-9-23-24-6362372406112,/fr/video/condensed-game-flyers-at-canadiens-9-23-24-6362371530112,/gamecenter/phi-vs-mtl/2024/09/23/2024010015,Centre Bell,4,Flyers,Philadelphia,Philadelphie,Philadelphia,de Philadelphie,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,https://assets.nhle.com/logos/nhl/svg/PHI_dark.svg,False,0.0,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,5.0,REG,3,REG,8480051.0,C.,Primeau,8482134.0,L.,Tuch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024010016,20242025,1,2024-09-23,False,2024-09-24T01:00:00Z,-04:00,-06:00,America/Edmonton,FINAL,OK,[],,,/gamecenter/cgy-vs-edm/2024/09/23/2024010016,Rogers Place,20,Flames,Calgary,,Calgary,de Calgary,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,https://assets.nhle.com/logos/nhl/svg/CGY_dark.svg,True,6.0,22,Oilers,Edmonton,Edmonton,d'Edmonton,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,https://assets.nhle.com/logos/nhl/svg/EDM_dark.svg,True,3.0,REG,3,REG,8482445.0,D.,Cooley,8482679.0,M.,Coronato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024010017,20242025,1,2024-09-23,False,2024-09-24T01:00:00Z,-04:00,-06:00,America/Denver,FINAL,OK,"[{'id': 553, 'market': 'A', 'countryCode': 'US', 'network': 'Victory+', 'sequenceNumber': 373}]",,,/gamecenter/dal-vs-col/2024/09/23/2024010017,Ball Arena,25,Stars,Dallas,,Dallas,de Dallas,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,https://assets.nhle.com/logos/nhl/svg/DAL_dark.svg,False,3.0,21,Avalanche,Colorado,Colorado,du Colorado,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,https://assets.nhle.com/logos/nhl/svg/COL_dark.svg,False,2.0,REG,3,REG,8482465.0,R.,Poirier,8483425.0,L.,Bichsel,,,,,,,,,,,,,,,https://www.aa.com/homePage.do?c=SPNS|DSP|STR|2024|SCH|_STARS_SCHEDULE_PAGE,Book flights with American Airlines,https://www.hilton.com/en/?WT.mc_id=zCWDM0US1MB2OLQ3LocalPartner4DM_Sports_Jul5Seed_DallasStars_SchedulePagena6MULTIBR7DFW8i86698,Stay with Hilton®,,,,,,,,,,,,,,,,,,,,,,
17,2024010018,20242025,1,2024-09-23,False,2024-09-24T01:00:00Z,-04:00,-06:00,US/Mountain,FINAL,OK,[],,,/gamecenter/edm-vs-cgy/2024/09/23/2024010018,Scotiabank Saddledome,22,Oilers,Edmonton,,Edmonton,d'Edmonton,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,https://assets.nhle.com/logos/nhl/svg/EDM_dark.svg,True,1.0,20,Flames,Calgary,Calgary,de Calgary,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,https://assets.nhle.com/logos/nhl/svg/CGY_dark.svg,True,6.0,REG,3,REG,8478435.0,D.,Vladar,8482074.0,C.,Zary,,,,,,,Vladař,,Vladař,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024010019,20242025,1,2024-09-23,False,2024-09-24T01:00:00Z,-04:00,-06:00,America/Denver,FINAL,OK,"[{'id': 324, 'market': 'N', 'countryCode': 'US', 'network': 'NHLN', 'sequenceNumber': 23}, {'id': 521, 'market': 'H', 'countryCode': 'US', 'network': 'SCRIPPS', 'sequenceNumber': 657}]",,,/gamecenter/lak-vs-uta/2024/09/23/2024010019,Delta Center,26,Kings,Los Angeles,,Los Angeles,de Los Angeles,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,https://assets.nhle.com/logos/nhl/svg/LAK_dark.svg,False,2.0,59,Utah Hockey Club,Utah,Utah,de l'Utah,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,https://assets.nhle.com/logos/nhl/svg/UTA_dark.svg,False,3.0,OT,3,OT,8480191.0,M.,Villalta,8479343.0,C.,Keller,/video/recap-kings-at-utah-hockey-club-9-23-24-6362375177112,,,Club de hockey de l'Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024010020,20242025,1,2024-09-24,False,2024-09-24T23:00:00Z,-04:00,-04:00,US/Eastern,FINAL,OK,"[{'id': 543, 'market': 'H', 'countryCode': 'US', 'network': 'SN-PIT+', 'sequenceNumber': 365}]",,,/gamecenter/buf-vs-pit/2024/09/24/2024010020,PPG Paints Arena,7,Sabres,Buffalo,,Buffalo,de Buffalo,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,https://assets.nhle.com/logos/nhl/svg/BUF_dark.svg,False,3.0,5,Penguins,Pittsburgh,Pittsburgh,de Pittsburgh,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,https://assets.nhle.com/logos/nhl/svg/PIT_dark.svg,False,2.0,REG,3,REG,8475920.0,M.,Houser,8484238.0,A.,Wahlberg,/video/recap-sabres-at-penguins-9-24-24-6362418292112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024010021,20242025,1,2024-09-24,False,2024-09-24T23:00:00Z,-04:00,-04:00,US/Eastern,FINAL,OK,[],,,/gamecenter/car-vs-tbl/2024/09/24/2024010021,Amalie Arena,12,Hurricanes,Carolina,Caroline,Carolina,de la Caroline,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,https://assets.nhle.com/logos/nhl/svg/CAR_dark.svg,False,2.0,14,Lightning,Tampa Bay,Tampa Bay,de Tampa Bay,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,https://assets.nhle.com/logos/nhl/svg/TBL_dark.svg,False,1.0,REG,3,REG,8481611.0,P.,Kochetkov,8482860.0,A.,Heimosalmi,,,,,,,,Kotshetkov,,,,,,,https://hurricanes.bookseats.com/build-package/2691377?utm_source=hurricanes&utm_medium=schedule_icons&utm_campaign=hurricanes_lightning&utm_content=preseason,Travel Packages,https://hurricanes.bookseats.com/build-package/2691377?utm_source=hurricanes&utm_medium=schedule_icons&utm_campaign=hurricanes_lightning&utm_content=preseason,Travel Packages,,,,,,,,,,,,,,,,,,,,,,
21,2024010022,20242025,1,2024-09-24,False,2024-09-24T23:00:00Z,-04:00,-04:00,America/Montreal,FINAL,OK,"[{'id': 33, 'market': 'H', 'countryCode': 'CA', 'network': 'RDS', 'sequenceNumber': 132}]",/fr/video/recap-devils-at-canadiens-9-24-24-6362417606112,,/gamecenter/njd-vs-mtl/2024/09/24/2024010022,Centre Bell,1,Devils,New Jersey,,New Jersey,du New Jersey,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,https://assets.nhle.com/logos/nhl/svg/NJD_dark.svg,False,0.0,8,Canadiens,Montréal,Montréal,de Montréal,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,https://assets.nhle.com/logos/nhl/svg/MTL_dark.svg,False,3.0,REG,3,REG,8478470.0,S.,Montembeault,8479543.0,M.,Pezzetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024010023,20242025,1,2024-09-24,False,2024-09-24T23:00:00Z,-04:00,-04:00,America/New_York,FINAL,OK,"[{'id': 409, 'market': 'A', 'countryCode': 'US', 'network': 'MSGSN', 'sequenceNumber': 402}, {'id': 27, 'market': 'H', 'countryCode': 'US', 'network': 'MSG', 'sequenceNumber': 408}]",,,/gamecenter/nyi-vs-nyr/2024/09/24/2024010023,Madison Square Garden,2,Islanders,New York,,New York,de New York,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,https://assets.nhle.com/logos/nhl/svg/NYI_dark.svg,False,4.0,3,Rangers,New York,New York,de New York,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,https://assets.nhle.com/logos/nhl/svg/NYR_dark.svg,False,6.0,REG,3,REG,8471734.0,J.,Quick,8481726.0,A.,Edstrom,/video/recap-islanders-at-rangers-9-24-24-6362418881112,,,,,,,,,,,,,,,,,,Edström,Edström,Edström,,,,,,,,,,,,,,,,Edström,,,
23,2024010024,20242025,1,2024-09-24,False,2024-09-24T23:00:00Z,-04:00,-04:00,US/Eastern,FINAL,OK,"[{'id': 294, 'market': 'H', 'countryCode': 'CA', 'network': 'TSN5', 'sequenceNumber': 135}, {'id': 293, 'market': 'A', 'countryCode': 'CA', 'network': 'TSN4', 'sequenceNumber': 137}]",,,/gamecenter/tor-vs-ott/2024/09/24/2024010024,Canadian Tire Centre,10,Maple Leafs,Toronto,,Toronto,de Toronto,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,https://assets.nhle.com/logos/nhl/svg/TOR_dark.svg,False,1.0,9,Senators,Ottawa,Ottawa,d'Ottawa,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,https://assets.nhle.com/logos/nhl/svg/OTT_dark.svg,False,2.0,REG,3,REG,8476341.0,A.,Forsberg,8482859.0,Z.,Ostapchuk,/video/recap-leafs-at-senators-9-24-24-6362420260112,,Centre Canadian Tire,Sénateurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024010025,20242025,1,2024-09-24,False,2024-09-24T23:00:00Z,-04:00,-04:00,US/Eastern,FINAL,OK,"[{'id': 324, 'market': 'N', 'countryCode': 'US', 'network': 'NHLN', 'sequenceNumber': 23}, {'id': 284, 'market': 'N', 'countryCode': 'CA', 'network': 'SN1', 'sequenceNumber': 102}, {'id': 128, 'market': 'H', 'countryCode': 'US', 'network': 'NESNplus', 'sequenceNumber': 381}, {'id': 517, 'market': 'A', 'countryCode': 'US', 'network': 'MNMT', 'sequenceNumber': 387}]",,,/gamecenter/wsh-vs-bos/2024/09/24/2024010025,TD Garden,15,Capitals,Washington,,Washington,de Washington,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_dark.svg,False,2.0,6,Bruins,Boston,Boston,de Boston,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,https://assets.nhle.com/logos/nhl/svg/BOS_dark.svg,False,4.0,REG,3,REG,8476914.0,J.,Korpisalo,8477887.0,P.,Brown,/video/recap-capitals-at-bruins-9-24-24-6362418213112,,,,https://www.jetblue.com/?utm_source=Bruins-Web&utm_medium=Schedule-Icon&utm_campaign=Ticket-Booking,Fly JetBlue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024010026,20242025,1,2024-09-24,False,2024-09-25T02:00:00Z,-04:00,-07:00,US/Pacific,FINAL,OK,[],,,/gamecenter/ana-vs-sjs/2024/09/24/2024010026,SAP Center at San Jose,24,Ducks,Anaheim,,Anaheim,d'Anaheim,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,https://assets.nhle.com/logos/nhl/svg/ANA_dark.svg,False,4.0,28,Sharks,San Jose,San Jose,de San Jose,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,https://assets.nhle.com/logos/nhl/svg/SJS_dark.svg,False,3.0,REG,3,REG,8476861.0,O.,Dansk,8475796.0,M.,Pysyk,,,SAP Center de San Jose,,,,,,,,,,,,,,,,,,,,,,,SAP Center en San Jose,,,,,,,,,,,,,,
